매장명,리뷰,label,댓글 수,가중치,호감도,가중치_호감도
꼭그닭 강남점,와 치킨도 맛있고 저같은 술은 좋아하지만 주량이 약 한 술찔이가 가기에 딱이에요 마셔보고싶은 걸 조금 씩 다 마셔볼 수 있어서 정말정말 좋았어요 여,긍정,56.0,3.042,0.9285714285714286,2.8247142857142857
꼭그닭 강남점,빠네치킨 맛있어요,긍정,56.0,3.042,0.9285714285714286,2.8247142857142857
꼭그닭 강남점,주문메뉴 유린치킨 셀프맥주탭 이용 셀프바가 잘 되어 있고 사장님이 넘 친절해서 셀프맥주탭 이용이 수월했어요 가지 수제맥주를 이용할 수 있,긍정,56.0,3.042,0.9285714285714286,2.8247142857142857
꼭그닭 강남점,주문메뉴 유린치킨 셀프맥주탭 이용 가지 수 제맥주를 이용할 수 있고 조금씩 여러개를 맛볼 수 있 어서 좋았어요 잔으로는 팔지 않음 유린치킨,긍정,56.0,3.042,0.9285714285714286,2.8247142857142857
꼭그닭 강남점,빠네치킨 존맛탱인건 알고 방문했지만 의외로 피자 위에 있는 감자튀김이 마약일수가 꼭그닭 빠네치킨이랑 맥주 짜먹는 맛에 즐겨 방문해용,긍정,56.0,3.042,0.9285714285714286,2.8247142857142857
꼭그닭 강남점,빠네치킨 너무 맛있어요 그리고 특히 파채를 추가했 는데 와 파채 기가막혀요 치킨이 느끼할때쯤 파채가 싹 잡아줍니다 무조건 추가하세요 다음에 유린,긍정,56.0,3.042,0.9285714285714286,2.8247142857142857
꼭그닭 강남점,강남역 수제맥주 빠네치킨 맛집 꼬그닭에서 친구랑 데이트 했어요 분위기 넘나 좋고 빠네치킨 비주얼도 맛도 넘 좋았고 종류별로 수제맥주 즐길 수 있,긍정,56.0,3.042,0.9285714285714286,2.8247142857142857
꼭그닭 강남점,가격이 저렴하고 다양한 음식과 맛이 있어요 라면도 먹을수 있구요 매일 다양하게 음식이 바뀌니깐 좋구요,긍정,56.0,3.042,0.9285714285714286,2.8247142857142857
꼭그닭 강남점,두번째 방문인데 치킨 너무 맛있고 특히 양이 진짜 많 아요 맥주도 조금씩 골라먹는 재미가 잇어요 특히 사장님 너무 친절하시게 설명해주셔서 너무 맛,긍정,56.0,3.042,0.9285714285714286,2.8247142857142857
꼭그닭 강남점,아니여기 메뉴 누가 개발했죠 빠네랑 치킨 조합 너 무 맛잇어요 수제맥주도 다양하고 사람도 꽉 차있더 라구요 웅성한 분위기 힙한 조명 아니치즈,긍정,56.0,3.042,0.9285714285714286,2.8247142857142857
꼭그닭 강남점,다양한 수제 맥주를 원하는 만큼 원하는 가격으로 먹 어볼 수 있어 신기하고 재밌었던 꼭그닭 파닭 유린기 마늘치킨을 한번에 먹어볼 수 있어 다양한 치킨,긍정,56.0,3.042,0.9285714285714286,2.8247142857142857
꼭그닭 강남점,메뉴도 맛있고 감성적인 분위기도 넘 좋아요 강남에 이런 수제맥주 집이 있다는게 너무 좋아요 맛있는 치 킨과 함께 분위기까지 좋아서 두배로 좋아용,긍정,56.0,3.042,0.9285714285714286,2.8247142857142857
꼭그닭 강남점,여러가지 맥주를 먹을수 있고 사장님이 너무 친절하세요,긍정,56.0,3.042,0.9285714285714286,2.8247142857142857
꼭그닭 강남점,꼭그닭은 신선한 탭맥주를 마실 수 있는 맛집이다 가 게에 입장할 때 인원수에 맞춰서 카드를 나눠주시는 데 이 카드로 탭맥주를 마실 수 있다 탭맥주,긍정,56.0,3.042,0.9285714285714286,2.8247142857142857
꼭그닭 강남점,강남역맛집 꼭그닭 강남점 다녀왔는데요 치킨 진짜 존맛 이 가격이 강남역에서 이렇게 치킨이 많이 나 오고 다양한 치킨을 한번에 먹을 수 있다니 넘,긍정,56.0,3.042,0.9285714285714286,2.8247142857142857
꼭그닭 강남점,맥주 종류가 엄청 다양하고 치킨 양이 너무 많아요,긍정,56.0,3.042,0.9285714285714286,2.8247142857142857
꼭그닭 강남점,음식양도많고맥주다양하게맛볼수있어서넘죠아요,긍정,56.0,3.042,0.9285714285714286,2.8247142857142857
꼭그닭 강남점,너무 별로에요 시그니쳐라고 시켰는데 이건 치즈가 금방 굳고 빵도 금방 눅눅해지고 맛도 그닭 인데 짜 기는 없청짜요 시그니쳐 맛 수준보고 다시는,부정,56.0,3.042,0.9285714285714286,2.8247142857142857
꼭그닭 강남점,강남역 치킨 맛집 검색해서 갔는데 진짜 맛집이에요 무엇보다 수제맥주를 마음대로 먹늘 수 있어서 너무너무 좋았습니다 그리고 닭발도 맛있어요,긍정,56.0,3.042,0.9285714285714286,2.8247142857142857
꼭그닭 강남점,너무 비싸고 치킨 딱딱하고 맛없었어요 순살치킨이 이렇게 맛없기가 쉽지 않은데 외국인 서빙이 어눌한 한국말로 맥주에대해 설명도 없어서 잔으로,부정,56.0,3.042,0.9285714285714286,2.8247142857142857
꼭그닭 강남점,치킨이 양도 많고 맛있어요 파채 추가가 신의 한 수 맥주도 조금씩 시음해보고 마음에 드는 거로 원하는 만큼 따라서 마실 수 있어서 좋아요,긍정,56.0,3.042,0.9285714285714286,2.8247142857142857
꼭그닭 강남점,음식 종류 다양하고 맥주도 다양해요,긍정,56.0,3.042,0.9285714285714286,2.8247142857142857
꼭그닭 강남점,빠네 치킨은 정말이지 시그니처일만 합니다 많이 느끼하진 않을까 걱정했는데 괜한 걱정이었네요 치 킨무랑 먹으니 별로 느끼하지도 않고 꿀떡꿀떡,긍정,56.0,3.042,0.9285714285714286,2.8247142857142857
꼭그닭 강남점,치킨은 특이하고 좋은데 너무 시끄러워서 대화하긴 힘들어요,부정,56.0,3.042,0.9285714285714286,2.8247142857142857
꼭그닭 강남점,안주푸짐하고 가격 적당하고 무엇보다 수제맥주가 넘 맛있내요 다시 가고 싶내요,긍정,56.0,3.042,0.9285714285714286,2.8247142857142857
꼭그닭 강남점,빠네치킨 진짜 너무 맛있었던게 로제 소스베이스에 치즈위에 뿌려줘서 대만족 연태하이볼 처음 먹어봤 는데 파인애플맛 나면서 핵존맛탱 맥주 다양,긍정,56.0,3.042,0.9285714285714286,2.8247142857142857
꼭그닭 강남점,맥주 따르는 게 주유소 시스템 리터 당 가격이 써져있고 따라마심 으로 되어있어 재밌어요,긍정,56.0,3.042,0.9285714285714286,2.8247142857142857
꼭그닭 강남점,빠네치킨 처음 먹어봤는데 맛도리네요 치즈가 듬 뿍 올라가있어서 고소하고 로제 소스의 맛과 조화가 잘 되서 너무 맛있어요 맥주 탭도 많아서 취향,긍정,56.0,3.042,0.9285714285714286,2.8247142857142857
꼭그닭 강남점,빠네치킨이 시그니처인 꼭그닭에 갔습니다 꼭그닭 이 밀갈 대신 쌀가루를 이용해 치킨을 튀기신다 하시 고 되게 유명한 곳이길래 갔어요 치즈를 좋아하,긍정,56.0,3.042,0.9285714285714286,2.8247142857142857
꼭그닭 강남점,술마시기 좋은장소입니다,긍정,56.0,3.042,0.9285714285714286,2.8247142857142857
꼭그닭 강남점,친구랑 우연히 방문했는데 특허 받은 치킨도 있고 다 양한 수제맥주가 있어서 먹는재미가 있었어요 치킨 도 순살이라 불편하지 않게 먹을 수 있고 특히,긍정,56.0,3.042,0.9285714285714286,2.8247142857142857
꼭그닭 강남점,와 이렇게 다양한 맛의 치킨과 바게트볼 생크림 조합 은 어떻게 나온 아이디언지 빵순이 치킨돌이의 최고 의 데이트 장소였답니다 양도 많고 특히 맥주,긍정,56.0,3.042,0.9285714285714286,2.8247142857142857
꼭그닭 강남점,맛있어요,긍정,56.0,3.042,0.9285714285714286,2.8247142857142857
꼭그닭 강남점,오랜만에 빠네치킨 먹었는데 넘 맛있게 먹었어요 치 즈도 듬뿍있고 로제소스랑 역시 잘 어울렸어요 다 양한 맥주 마실 수 있어서 맥주 고르는 재미도,긍정,56.0,3.042,0.9285714285714286,2.8247142857142857
꼭그닭 강남점,수제 맥주 종류가 가지라 다양한 맥주를 맛볼 수 있 어서 좋았고 빠네치킨은 그냥 여기 가시면 이거 드드 시면 됩니다 비쥬얼부터 맛까지 뭐 하나 빠질,부정,56.0,3.042,0.9285714285714286,2.8247142857142857
꼭그닭 강남점,빠네치킨 맛있구요 맥주 종류가 다양해요,긍정,56.0,3.042,0.9285714285714286,2.8247142857142857
꼭그닭 강남점,일단 음식이 맛있고 양이 많습니다 그리고 수제 맥주 를 자유롭게 즐길 수 있는 부분도 너무 좋았어요 강남 회식 하기 딱 좋은 것같습니다 저는 모임으로,긍정,56.0,3.042,0.9285714285714286,2.8247142857142857
꼭그닭 강남점,맥주 정말 맛있어요,긍정,56.0,3.042,0.9285714285714286,2.8247142857142857
꼭그닭 강남점,좋았어요,긍정,56.0,3.042,0.9285714285714286,2.8247142857142857
꼭그닭 강남점,강남역 꼭그닭 빠네치킨 셀프 수제 맥주 콜라 수제맥 주와 빠네치킨 환상 콜라보 느끼함을 싹 내려주는 수 제맥주 빵도 치킨만큼이나 맛있던 치즈도 끊임,긍정,56.0,3.042,0.9285714285714286,2.8247142857142857
꼭그닭 강남점,꼭끄닭 강남 워낙유명한곳이여서 한번가봤네요 빠 네치킨 시켰는데 음 느끼하더군요 그래도 싹 다 먹 어치웠어요 술마다 가격이 다르고 따르는 양,긍정,56.0,3.042,0.9285714285714286,2.8247142857142857
꼭그닭 강남점,맛있어요,긍정,56.0,3.042,0.9285714285714286,2.8247142857142857
꼭그닭 강남점,좋았어요,긍정,56.0,3.042,0.9285714285714286,2.8247142857142857
꼭그닭 강남점,존맛탱 꼭그닭 빠네치킨은 주기적으로 먹어줘야합니다,긍정,56.0,3.042,0.9285714285714286,2.8247142857142857
한추,치킨맛집 오랜만에 왔는데 너무 좋았어요 특히 생맥주와 마카로니 후라이드 치킨이 맛있었습니다 낮술 강추,긍정,54.0,2.933,0.7777777777777778,2.281222222222222
한추,예전 감성 치킨집 그 느낌 그대로입니다 외관과 내부 인테리어 인상으로는 저렴한 노포 느낌이지만 가격은 체감상 싸지는 않은듯,긍정,54.0,2.933,0.7777777777777778,2.281222222222222
한추,신사동 명물 한추 한잔의 추억 시그니쳐가 대체 몇개임 치킨 고튀 떡볶이 야튀,부정,54.0,2.933,0.7777777777777778,2.281222222222222
한추,맛있어용,긍정,54.0,2.933,0.7777777777777778,2.281222222222222
한추,대화를 나누기엔 굉장히 시끄러움 주차는 앞에는 시 간무관 무조겅 만원 신사초공영은 오분당 삼백원 다 들 치킨 떡볶이 고추튀김 정도 드시는 듯 오,부정,54.0,2.933,0.7777777777777778,2.281222222222222
한추,떡볶이는 옛날 고추장떡볶이맛이고 당면이 많이 들어 가있어서 좋아요 어묵과 떡이 맛난편은 아니지만 그 래도 옛추억맛입니다 고추튀김은 속은 맛나지,긍정,54.0,2.933,0.7777777777777778,2.281222222222222
한추,추억의 한추 치킨 맥주 순삭,긍정,54.0,2.933,0.7777777777777778,2.281222222222222
한추,편안해요,긍정,54.0,2.933,0.7777777777777778,2.281222222222222
한추,인기가 정말 많은 곳이라 들었는데 다행히 명이라 단 한자리가 남아서 바로 들어올 수 있었어요 휴 고추 튀김을 많이 주문하는거 같았어요 치킨에도 고,부정,54.0,2.933,0.7777777777777778,2.281222222222222
한추,오늘은 치맥하러 들러서 후라이드 먹었어요 고추가 들어가 있어 매콤하고 맛있어서 고추튀김과 동률로 저는 요기 후라이드 좋아해요 골뱅이는 쏘쏘,긍정,54.0,2.933,0.7777777777777778,2.281222222222222
한추,좋았어요,긍정,54.0,2.933,0.7777777777777778,2.281222222222222
한추,좋았어요,긍정,54.0,2.933,0.7777777777777778,2.281222222222222
한추,맛있게 잘 먹고 갑니다아,긍정,54.0,2.933,0.7777777777777778,2.281222222222222
한추,제 사랑 떡볶이 역시나 매콤하니 넘 맛나구요 그리고 여기 야채튀김이 찐입니다 너무 맛있어요,긍정,54.0,2.933,0.7777777777777778,2.281222222222222
한추,맛집 소문 듣고 갔는데 실망시키지 않는 맛과 분위기 넘 좋아유,긍정,54.0,2.933,0.7777777777777778,2.281222222222222
한추,한추는 이름 그대로 한잔의 추억이 가득한 곳 대때부터 다니던 곳인데 대에도 가는곳입니다 생맥주 시워언하고 고추튀김도 맛있어요,긍정,54.0,2.933,0.7777777777777778,2.281222222222222
한추,편리하고 이용하기 좋아요,긍정,54.0,2.933,0.7777777777777778,2.281222222222222
한추,좋았어요,긍정,54.0,2.933,0.7777777777777778,2.281222222222222
한추,인생 고튀까진 아니지만완즈이 맥주 안주 빨뚜 안팔아서 아쉬워욤,부정,54.0,2.933,0.7777777777777778,2.281222222222222
한추,한추 너무 친절하고 좋아요,긍정,54.0,2.933,0.7777777777777778,2.281222222222222
한추,오랜만의 한추네요 시 좀 안돼서 가니 자리가 있었어요 항상 만석이라 못갔는데 간만에 먹으니 역시 맛있었어요,긍정,54.0,2.933,0.7777777777777778,2.281222222222222
한추,고추를 안 좋아해서 치킨 먹었지만 치킨도 맛있었어요그리고 고추튀김 냄새 미쳤더라고요,긍정,54.0,2.933,0.7777777777777778,2.281222222222222
한추,튀김이 진짜 맛도리 떡볶이 국물에 찍어먹으면 뚝딱입니다 양도 진짜 많아요,긍정,54.0,2.933,0.7777777777777778,2.281222222222222
한추,간단하게 차 할수있는 공간 신사는 한추,긍정,54.0,2.933,0.7777777777777778,2.281222222222222
한추,사람이 많아요 고추튀김 별론데,부정,54.0,2.933,0.7777777777777778,2.281222222222222
한추,좋았어요,긍정,54.0,2.933,0.7777777777777778,2.281222222222222
한추,좋아요 좋아,부정,54.0,2.933,0.7777777777777778,2.281222222222222
한추,치킨 고추튀김 모래집튀김 떡볶이 골뱅이소면 다 맛있습니다 여러명이서 가면 좋을 것 같아요,긍정,54.0,2.933,0.7777777777777778,2.281222222222222
한추,여기는 안주 맛집,긍정,54.0,2.933,0.7777777777777778,2.281222222222222
한추,맥주집이에영자리 많고 벅적벅적합니다치킨이랑 떡볶이랑 무난하게 맛잇어영,긍정,54.0,2.933,0.7777777777777778,2.281222222222222
한추,떡볶이랑 고추튀김 주문했는데 둘이 먹기에는 좀 배 불렀어요 고추튀김은 포장도 된다고 하셔서 포장해 서 집에서 에프로 꾸워먹엇어요 술이 조,긍정,54.0,2.933,0.7777777777777778,2.281222222222222
한추,평일인데 대기 거의 분 정도 합니다 가로수길에서 이정도 가격에 한잔 할수 있는곳이 없어서 그런지 사람들 많네요 튀김은 쏘쏘 입니다,부정,54.0,2.933,0.7777777777777778,2.281222222222222
한추,백년만에 방문한 한추 치킨 여전히 맛나고 닭도 커요 소주 생맥주 양념치킨소스 직원분들 무척 친절하십니다,긍정,54.0,2.933,0.7777777777777778,2.281222222222222
한추,고추튀김이 유명하다해서 일부러 가봄 진짜 훌륭함 크기 두께 바삭함 완벽 박자 매장은 넓으나 웨이팅 기본이고 대기실이 따로 있음 화장실이 이래,긍정,54.0,2.933,0.7777777777777778,2.281222222222222
한추,한추 고추튀김은 못참지 가격오름,부정,54.0,2.933,0.7777777777777778,2.281222222222222
한추,갈때마다 만족스러운 곳 가로수길에 사람 없는데 여기만 가득가득해요 고추튀김 떡볶이 치킨은 국룰,긍정,54.0,2.933,0.7777777777777778,2.281222222222222
한추,고추튀김이 진짜 요물이에요 술이 한없이 들어가는 맛 떡볶이 국물에 찍어 드세요,긍정,54.0,2.933,0.7777777777777778,2.281222222222222
한추,맛있긴한데 웨이팅까지 하면서 먹을만한가 의문들어요 항상 사람많고 주문 받아주시는 분이 적어 정신없지만 음식은 맛있어요,긍정,54.0,2.933,0.7777777777777778,2.281222222222222
한추,좋았어요,긍정,54.0,2.933,0.7777777777777778,2.281222222222222
한추,매콤한 고추튀김과 떡볶이 국물이 잘 어울려요 떡볶이는 쌀떡으로 국물이 잘 베어 있구요 떡볶이에 있는 다른 재료들과도 잘 어울렸어요 식사 또는 술,긍정,54.0,2.933,0.7777777777777778,2.281222222222222
한추,좋았어요,긍정,54.0,2.933,0.7777777777777778,2.281222222222222
한추,전에 먹어보고 맛있어서 몇회째 재방문 중이예요 언제나 맛있더라구요 직원분들도 친절하세요,긍정,54.0,2.933,0.7777777777777778,2.281222222222222
한추,우울한 날엔 한추 떡볶이와 튀김만 있다면 오랫동안 이 맛 변치 말아주세요,긍정,54.0,2.933,0.7777777777777778,2.281222222222222
한추,좋았어요,긍정,54.0,2.933,0.7777777777777778,2.281222222222222
한추,좋았어요,긍정,54.0,2.933,0.7777777777777778,2.281222222222222
한추,진짜 오랜만에 찾은 한추 여전히 맛있네요 술이 술술들어가는 안주맛집,긍정,54.0,2.933,0.7777777777777778,2.281222222222222
한추,치킨 맛있는데 양이 넘 작고 닭이 뼈밖에 없어요 떡볶이 먹을만하고 고추튀김은 그냥 그래요 여럿이서 가는거 추천,부정,54.0,2.933,0.7777777777777778,2.281222222222222
한추,애정 하는 음식점이어서 자주 방문하는데 리뷰는 처음 쓰는 거 같아요 오늘도 맛있게 잘 먹었습니다,긍정,54.0,2.933,0.7777777777777778,2.281222222222222
한추,주말 저녁 시쯤 사람 엄청 많아요 아예 일찍 시쯤 오거나 늦게오시지 않으면 밖에서 대기해야해요 인기메뉴 종 떡볶이 고추튀김 치킨,부정,54.0,2.933,0.7777777777777778,2.281222222222222
한추,추억 쌓기엔 더없이 좋은 이곳 생맥주가 기가맥혀요,부정,54.0,2.933,0.7777777777777778,2.281222222222222
한추,좋아요,부정,54.0,2.933,0.7777777777777778,2.281222222222222
한추,밥 한공기보단 조금 더 먹는 명이 떡볶이 고추튀김 치킨 남기지않고 아주 잘 먹었습니다,긍정,54.0,2.933,0.7777777777777778,2.281222222222222
한추,맛있어요,긍정,54.0,2.933,0.7777777777777778,2.281222222222222
한추,개인적으로 치킨 고추튀김 보다는 떡볶이 오뎅탕 야채튀김 조합을 더 좋아합니다생맥주는 항상 신선,긍정,54.0,2.933,0.7777777777777778,2.281222222222222
도른계 강남역점,친구가 미국계가 꿈에 나올정도로 맛잇다고 해서 왓습니다,긍정,297.0,16.133,0.9562289562289562,15.42684175084175
도른계 강남역점,치킨을 좋아한다면 한번 쯤은 들려야 하는 맛집,긍정,297.0,16.133,0.9562289562289562,15.42684175084175
도른계 강남역점,아아아니 이런 맛집을 왜 지금에서야 안 것 생각보 다 강남에 맛집이 없구 가던 데는 익숙해져서 찾아보 다가 보자마자 딱 꽂혀서 왔는데 진짜 너무 맛,부정,297.0,16.133,0.9562289562289562,15.42684175084175
도른계 강남역점,색다른 치킨 요리를 맛볼 수 있어서 좋아요 다음엔 다른맛 먹으러 올게요,긍정,297.0,16.133,0.9562289562289562,15.42684175084175
도른계 강남역점,친절하게 안내받을 수 있어 좋아용 직원분들의 배려에 감탄했어요,긍정,297.0,16.133,0.9562289562289562,15.42684175084175
도른계 강남역점,한입 한입 넘 잘 들어갔어요 맛있어서 다음에 또 방문할 거 같아요,긍정,297.0,16.133,0.9562289562289562,15.42684175084175
도른계 강남역점,도른계 킹플래터 진짜 너무 맛있어요 양도 정말 최고 인생맛집 발견입니다,긍정,297.0,16.133,0.9562289562289562,15.42684175084175
도른계 강남역점,비주얼 좋았고 메뉴들 서로서로 잘어울려요 한국계 완전 만족이요,긍정,297.0,16.133,0.9562289562289562,15.42684175084175
도른계 강남역점,너무너무 맛있어요 독특하고 추천합니다,긍정,297.0,16.133,0.9562289562289562,15.42684175084175
도른계 강남역점,사람이 많아서 계속 못왔는데 오길 잘한것 같아요 이번에 태국계 먹어봤는데 다음엔 일본계 먹어보려구요 신선하고 독특한 맛이에요,긍정,297.0,16.133,0.9562289562289562,15.42684175084175
도른계 강남역점,너무 맛있었어요 또 오고싶어요 맥주가 쭉쭉,긍정,297.0,16.133,0.9562289562289562,15.42684175084175
도른계 강남역점,처음와서 먹었는데 너무 맛있네요 다음에는 미국 태국계도 맛보고 싶어요 특별한 메뉴들이 많아서 신선하고 좋네요,긍정,297.0,16.133,0.9562289562289562,15.42684175084175
도른계 강남역점,오웅 맛나요 양도 많고 이색적이고 맛난 음식을 먹을 수 있어서 좋아요 친구들이랑 같이 여러가지 음식 다 먹어보세요,긍정,297.0,16.133,0.9562289562289562,15.42684175084175
도른계 강남역점,우오아아 매콤한거시 너무 맛이땨,긍정,297.0,16.133,0.9562289562289562,15.42684175084175
도른계 강남역점,너무 맛있고 특이한 음식 많습니다 항상 모임할 때 즐겨 찾습니다 생맥주가 맛있네요,긍정,297.0,16.133,0.9562289562289562,15.42684175084175
도른계 강남역점,맥주도 너무 시원하고 치킨도 너무 맛있어요 우연히 들린집인데 강남오면 꼭 가야하는 맛집이네요 등록해놨는데 앞으로 자주오겠습니다,긍정,297.0,16.133,0.9562289562289562,15.42684175084175
도른계 강남역점,태국계 먹었는데 태국 간줄 친구들과 즐겁게 먹었어요 시원한 맥주와 함께,긍정,297.0,16.133,0.9562289562289562,15.42684175084175
도른계 강남역점,너무 맛있어요 미국계 짱짱,긍정,297.0,16.133,0.9562289562289562,15.42684175084175
도른계 강남역점,맛있었어요 그리고 진로토닉홍차가 있어서 정말 좋았어요,긍정,297.0,16.133,0.9562289562289562,15.42684175084175
도른계 강남역점,맛있어요,긍정,297.0,16.133,0.9562289562289562,15.42684175084175
도른계 강남역점,너뮤 맛읶어요 잘먹었습니당,긍정,297.0,16.133,0.9562289562289562,15.42684175084175
도른계 강남역점,음식이 이쁘고 맛이 색달라요,긍정,297.0,16.133,0.9562289562289562,15.42684175084175
도른계 강남역점,닭이 엄청 부드러워요 맛있고 특이한 컨셉의 닭을 맛 볼 수 있다는게 큰 장점 입니다 인은 닭하나에 사이 드 하나정도 시키면 충분한 양이에요 쉬림프,긍정,297.0,16.133,0.9562289562289562,15.42684175084175
도른계 강남역점,줄서는식당에 나왔다고 해서 기대해서 왔는데 웨이팅 도 금방 빠져서 입장가능했어요 일본계 시켰는 데 고기도 엄청 부드럽고 야끼소바랑 통닭이 너,긍정,297.0,16.133,0.9562289562289562,15.42684175084175
도른계 강남역점,좋았어요,긍정,297.0,16.133,0.9562289562289562,15.42684175084175
도른계 강남역점,너무 궁금했던 도른계 드디어 영접 처음이라 우선 기본 한국계부터 뿌시고 갑니당 치킨은 먹기좋 게 잘라주시더라구요 불닭 너무너무 좋아해서,긍정,297.0,16.133,0.9562289562289562,15.42684175084175
도른계 강남역점,도른계 첫 방문인데 너무 만족하고 왔습니다 금요일 밤이라서 그런지 대기가 있었지만 회전이 빨라서 금 방 입장했어요 요즘 통닭에 빠져서 남자친구,긍정,297.0,16.133,0.9562289562289562,15.42684175084175
도른계 강남역점,비쥬얼 맛 미쳤습니다,긍정,297.0,16.133,0.9562289562289562,15.42684175084175
도른계 강남역점,음식이 너무 맛있어요 맨날 똑같은 치킨맛먹다가 도 른계 다양한 닭맛을 경험해서 좋았어요 인기 많은 지 사람도 많고 엄청 나게 다들 친절했어요 강,긍정,297.0,16.133,0.9562289562289562,15.42684175084175
도른계 강남역점,최고 맛있어요,긍정,297.0,16.133,0.9562289562289562,15.42684175084175
도른계 강남역점,와 진짜 맛있어요,긍정,297.0,16.133,0.9562289562289562,15.42684175084175
도른계 강남역점,종종왓는데 맛잇어용,긍정,297.0,16.133,0.9562289562289562,15.42684175084175
도른계 강남역점,옥수수알튀김 너무 맛있어요,긍정,297.0,16.133,0.9562289562289562,15.42684175084175
도른계 강남역점,도른계 처음 방문했는데 너무 맛있어요강남이라 접근성도 좋아요,긍정,297.0,16.133,0.9562289562289562,15.42684175084175
도른계 강남역점,비쥬얼조은 치킨,긍정,297.0,16.133,0.9562289562289562,15.42684175084175
도른계 강남역점,미국계 먹었는데 치케도 맛나도 각각먹어야 맛있긴하지만 메뉴가 너무 특색있어서 다른메뉴 먹으러 계속 올 거 같아요,긍정,297.0,16.133,0.9562289562289562,15.42684175084175
도른계 강남역점,너무 맛있어요 한국계는 좀 매웠어요 완전 불닭맛 회식으로 왔는데 넘 좋았어요,긍정,297.0,16.133,0.9562289562289562,15.42684175084175
도른계 강남역점,독특한 컨셉의 치킨이라 좋았어요 다른 나라 맛들도 다 먹어보고 싶어요,긍정,297.0,16.133,0.9562289562289562,15.42684175084175
도른계 강남역점,맛있게 보여서 들어왔어요 분위기도 좋고 맛있게 먹다갑니다,긍정,297.0,16.133,0.9562289562289562,15.42684175084175
도른계 강남역점,맛있어요,긍정,297.0,16.133,0.9562289562289562,15.42684175084175
도른계 강남역점,메뉴가 특이하고 음식 빨리 나와서 좋아요 맛있어서 또 올거에요,긍정,297.0,16.133,0.9562289562289562,15.42684175084175
도른계 강남역점,맛있어요,긍정,297.0,16.133,0.9562289562289562,15.42684175084175
도른계 강남역점,우연히 찾은 맛집 여러나라의 닭요리를 맛볼수있어요,긍정,297.0,16.133,0.9562289562289562,15.42684175084175
도른계 강남역점,몇번 방문하지만 매번 맛있어서 또 오고싶어지네요,긍정,297.0,16.133,0.9562289562289562,15.42684175084175
도른계 강남역점,좋았어요,긍정,297.0,16.133,0.9562289562289562,15.42684175084175
도른계 강남역점,일본계 시켰는데 야끼소바랑 같이 나와서 좋았어요 닭이 엄청 부드럽고 간장소스가 달달하고 맛있어요 다음에는 다른 것도 먹어보고 싶어요,긍정,297.0,16.133,0.9562289562289562,15.42684175084175
